participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,torr_set1_score,torr_set2_score,atmi_score,wj_score,torr_s1_q1_resp,torr_s1_q2_resp,torr_s1_q3_resp,torr_s1_q4_resp,torr_s1_q5_resp,torr_s1_q6_resp,torr_s1_q7_resp,torr_s1_q8_resp,torr_s2_q1_resp,torr_s2_q2_resp,torr_s2_q3_resp,torr_s2_q4_resp,torr_s2_q5_resp,torr_s2_q6_resp,torr_s2_q7_resp,torr_s2_q8_resp,q1_r_sc,q2_r_sc,q3_r_sc,q4_r_sc,q5_r_sc,q6_sc,q7_sc,q8_sc,q9_sc,q10_r_sc,q11_sc,q12_sc,q13_val,q14_val,q15_val,q16_val,q17_val,q18_val,q19_val,q20_enj,q21_r_enj,q22_enj,q23_enj,q24_enj,q25_enj,q26_enj,q27_enj,q28_enj,q29_mot,q30_r_mot,q31_mot,q32_mot,x63,x64
SEP_7_0158,347468FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,7,4,102,79,A,B,B,A,D,B,A,A,B,C,D,D,D,D,D,A,3,2,4,3,3,4,2,4,4,2,2,4,4,3,4,3,4,4,4,3,2,3,3,3,3,4,4,5,2,3,2,2,NA,NA
SEP_7_0159,347768FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,7,7,82,58,A,B,A,B,D,B,A,A,B,C,D,D,A,D,A,D,4,2,3,3,4,3,2,3,2,2,3,3,2,2,3,2,2,3,3,2,5,2,2,2,2,2,3,3,2,4,1,1,NA,NA
SEP_7_0160,349848FA20,fall-2020,2020-09-07,2020,2020-2021,fall,5,2020-09-02,7,8,5,90,128,A,B,B,B,D,B,A,A,B,A,A,D,A,D,B,D,2,2,2,2,3,3,3,4,3,3,3,3,2,4,4,3,3,4,3,3,3,3,3,2,2,2,3,2,3,3,3,2,NA,NA
SEP_7_0161,350971FA20,fall-2020,2020-09-08,2020,2020-2021,fall,6,2020-09-02,7,7,4,107,94,A,B,B,B,D,B,A,B,D,C,B,D,A,D,B,C,4,4,4,3,3,2,2,4,2,2,3,3,5,5,5,4,4,5,4,3,3,4,1,3,2,4,4,2,4,2,4,3,NA,NA
SEP_7_0162,351679FA20,fall-2020,2020-09-08,2020,2020-2021,fall,6,2020-09-02,7,2,1,90,59,A,C,A,C,A,D,A,D,B,A,A,B,C,C,C,C,5,3,5,5,5,3,3,2,3,2,2,2,4,3,4,4,2,4,3,1,1,3,1,1,1,2,3,3,3,4,2,1,NA,NA
SEP_7_0163,352878FA20,fall-2020,2020-09-14,2020,2020-2021,fall,12,2020-09-02,7,4,0,98,79,A,A,B,C,D,D,A,B,C,D,A,A,C,C,B,B,5,4,4,2,5,2,2,2,2,5,2,2,5,5,4,4,5,5,4,1,5,2,2,1,1,2,3,2,2,4,2,2,NA,NA
SEP_7_0164,355767FA20,fall-2020,2020-09-14,2020,2020-2021,fall,12,2020-09-02,7,3,0,96,93,C,B,B,B,A,C,B,B,A,B,B,B,B,C,B,C,3,2,3,3,3,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,NA,NA
SEP_7_0165,356096FA20,fall-2020,2020-09-14,2020,2020-2021,fall,12,2020-09-02,7,5,2,84,87,A,B,A,C,D,B,A,D,D,D,B,D,C,D,C,B,5,2,4,4,4,2,1,3,3,3,1,2,4,4,4,4,2,4,3,1,4,2,3,1,1,2,1,1,3,4,1,1,NA,NA
SEP_7_0166,357190FA20,fall-2020,2020-09-15,2020,2020-2021,fall,13,2020-09-02,7,4,4,91,68,A,C,A,C,A,B,A,A,C,C,D,D,C,C,A,D,5,4,4,4,4,3,2,2,2,3,2,2,3,4,4,4,3,2,2,2,4,2,2,2,2,2,3,2,3,4,2,2,NA,NA
SEP_7_0167,362146FA20,fall-2020,2020-09-16,2020,2020-2021,fall,14,2020-09-02,7,4,7,117,87,A,D,A,C,A,B,A,A,C,C,C,D,A,D,A,D,1,1,1,1,1,4,4,4,5,3,3,4,5,5,5,3,5,5,5,5,1,4,5,5,4,4,5,5,5,1,4,4,NA,NA
SEP_7_0168,365856FA20,fall-2020,2020-09-19,2020,2020-2021,fall,17,2020-09-02,7,2,3,110,92,A,D,D,D,A,D,A,B,D,A,C,D,A,C,B,B,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,2,4,4,NA,NA
SEP_7_0169,366540FA20,fall-2020,2020-09-21,2020,2020-2021,fall,19,2020-09-02,7,5,5,106,65,A,C,B,B,D,C,C,A,B,C,C,D,B,D,B,C,2,2,2,2,2,4,3,3,3,2,4,4,5,4,5,3,3,5,4,5,1,4,4,4,3,4,3,4,4,2,3,3,NA,NA
SEP_7_0170,374231FA20,fall-2020,2020-09-21,2020,2020-2021,fall,19,2020-09-02,7,4,5,88,105,A,C,B,D,D,C,A,D,B,C,B,D,D,C,A,D,5,4,4,4,5,2,1,4,3,2,3,1,3,4,5,4,4,4,2,1,4,2,1,1,1,3,2,1,1,5,1,1,NA,NA
SEP_7_0171,376706FA20,fall-2020,2020-09-21,2020,2020-2021,fall,19,2020-09-02,7,4,5,105,97,D,D,B,A,D,B,A,D,B,C,C,B,D,D,A,A,2,1,4,2,1,3,3,4,4,2,4,4,5,5,5,5,5,4,5,3,2,3,4,3,1,3,2,5,3,2,4,2,NA,NA
SEP_7_0172,379214FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,2,3,98,117,C,C,A,A,D,C,A,C,C,C,D,D,A,A,C,C,2,3,4,4,4,2,2,3,3,2,3,3,4,4,3,4,4,4,2,1,4,2,4,3,3,3,2,3,3,3,4,3,NA,NA
SEP_7_0173,379321FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,5,5,132,112,B,C,B,A,D,B,A,A,B,A,C,D,D,D,A,B,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,NA,NA
SEP_7_0174,380510FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,5,5,86,92,A,B,B,B,A,C,A,D,C,C,C,A,A,D,B,D,4,3,4,4,4,2,2,3,5,4,2,2,3,2,3,2,3,2,1,2,3,3,2,1,1,2,3,4,4,1,3,2,NA,NA
SEP_7_0175,380923FA20,fall-2020,2020-09-24,2020,2020-2021,fall,22,2020-09-02,7,2,3,90,68,A,C,C,C,D,C,B,C,C,C,D,C,A,D,B,C,5,4,5,4,5,2,1,2,2,4,1,2,4,4,4,3,3,4,4,1,4,3,4,2,2,2,1,1,1,3,2,1,NA,NA
SEP_7_0176,392869FA20,fall-2020,2020-10-09,2020,2020-2021,fall,37,2020-09-02,7,4,2,102,121,C,B,D,B,A,B,B,A,B,C,A,C,D,A,B,A,3,3,4,2,3,4,3,4,4,2,3,3,4,4,3,2,3,4,3,4,3,3,3,3,3,2,4,3,3,4,4,2,NA,NA
SEP_7_0177,394511FA20,fall-2020,2020-10-09,2020,2020-2021,fall,37,2020-09-02,7,8,7,120,87,A,B,B,B,D,B,A,A,B,C,C,D,A,D,A,C,1,1,1,1,1,4,4,4,5,1,4,4,3,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,1,5,5,NA,NA
SEP_7_0178,400561FA20,fall-2020,2020-10-22,2020,2020-2021,fall,50,2020-09-02,7,6,3,108,59,A,C,A,B,D,B,A,A,B,C,C,B,B,C,C,C,2,2,2,3,2,4,4,4,4,2,4,4,4,3,4,3,4,5,4,4,3,4,4,3,3,3,4,4,3,5,2,2,NA,NA
SEP_7_0179,402710FA20,fall-2020,2020-09-03,2020,2020-2021,fall,1,2020-09-02,7,2,5,92,86,A,C,D,C,A,D,A,D,B,C,D,C,A,D,A,C,3,3,3,4,4,3,3,2,3,4,2,2,3,3,3,3,3,4,2,2,4,4,4,2,3,3,3,2,3,3,1,1,NA,NA
SEP_7_0180,408473FA20,fall-2020,2020-09-03,2020,2020-2021,fall,1,2020-09-02,7,5,5,115,71,A,C,B,A,D,D,A,A,B,C,C,B,A,D,C,B,2,2,2,2,2,4,3,4,4,2,3,3,5,5,5,5,5,5,5,4,2,4,4,4,4,4,4,4,4,2,4,3,NA,NA
SEP_7_0181,413759FA20,fall-2020,2020-09-03,2020,2020-2021,fall,1,2020-09-02,7,3,5,104,88,A,A,A,A,A,A,A,A,B,C,C,C,A,D,C,B,3,2,4,3,2,2,3,3,4,2,3,3,4,5,4,3,3,4,3,4,3,3,5,4,2,3,3,3,4,3,4,3,NA,NA
SEP_7_0182,414252FA20,fall-2020,2020-09-03,2020,2020-2021,fall,1,2020-09-02,7,4,3,112,103,C,D,B,C,D,B,A,D,A,C,C,B,C,B,C,D,2,3,2,2,2,4,4,4,4,2,5,4,4,4,4,4,5,5,3,4,2,4,5,4,4,4,2,2,4,2,4,4,NA,NA
SEP_7_0183,419519FA20,fall-2020,2020-09-03,2020,2020-2021,fall,1,2020-09-02,7,5,7,117,126,C,B,B,C,D,C,A,A,B,C,C,D,C,D,A,D,5,1,2,1,2,4,4,4,5,1,4,4,5,4,5,4,4,4,5,4,2,4,5,4,4,3,4,4,5,4,4,2,NA,NA
SEP_7_0184,420737FA20,fall-2020,2020-09-03,2020,2020-2021,fall,1,2020-09-02,7,3,5,99,38,C,B,D,B,A,C,A,D,B,C,B,D,D,C,A,D,5,5,4,4,3,2,2,2,1,4,3,2,4,5,4,4,3,3,3,3,2,4,4,3,2,2,2,2,4,4,2,2,NA,NA
SEP_7_0185,420824FA20,fall-2020,2020-09-04,2020,2020-2021,fall,2,2020-09-02,7,3,4,95,81,C,C,B,C,D,B,C,D,D,C,C,D,A,C,B,C,2,2,2,2,2,3,3,2,4,2,4,3,4,4,4,3,2,4,3,4,3,3,5,4,2,2,3,4,4,3,2,1,NA,NA
SEP_7_0186,421776FA20,fall-2020,2020-09-04,2020,2020-2021,fall,2,2020-09-02,7,6,6,104,85,A,B,A,D,D,B,A,A,B,C,C,D,A,D,C,C,4,4,5,5,4,2,2,4,4,2,4,4,3,3,4,4,3,4,3,3,2,3,2,2,3,3,4,4,4,3,2,1,NA,NA
SEP_7_0187,421885FA20,fall-2020,2020-09-04,2020,2020-2021,fall,2,2020-09-02,7,5,3,94,74,A,A,B,A,D,B,A,D,C,C,D,D,D,D,C,A,3,3,4,4,2,3,2,3,3,4,2,2,4,5,4,4,3,4,2,2,3,3,2,2,2,3,2,2,4,3,3,2,NA,NA
SEP_7_0188,422654FA20,fall-2020,2020-09-04,2020,2020-2021,fall,2,2020-09-02,7,4,7,113,101,D,B,B,C,D,C,A,D,B,C,C,D,A,D,B,D,1,1,1,1,1,2,4,4,5,3,4,4,5,5,5,5,5,5,5,5,2,3,5,4,4,3,4,4,4,1,4,4,NA,NA
SEP_7_0189,427516FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,3,5,110,94,C,B,A,A,B,B,A,B,C,B,C,D,D,D,A,D,1,2,2,2,2,2,4,4,4,3,4,4,5,5,5,5,5,4,4,4,3,4,5,4,2,4,2,4,4,1,4,2,NA,NA
SEP_7_0190,436007FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,6,6,97,117,D,B,B,B,D,B,D,A,B,C,C,D,A,C,A,B,2,2,3,2,2,2,4,4,4,2,4,4,3,3,4,3,2,4,4,3,3,2,4,3,3,2,4,4,4,5,1,1,NA,NA
SEP_7_0191,443066FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,2,5,94,81,A,C,A,C,A,B,B,D,B,C,B,D,A,A,C,D,4,3,4,3,4,2,2,2,3,3,3,3,4,4,4,2,3,4,3,2,4,2,4,2,2,2,4,2,3,3,2,2,NA,NA
SEP_7_0192,447996FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,2,4,103,90,A,C,A,C,D,C,B,D,D,C,B,D,C,A,A,D,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,3,4,3,2,4,3,4,3,3,4,3,4,2,2,3,NA,NA
SEP_7_0193,448875FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,4,3,100,126,D,C,B,D,D,C,A,A,C,C,D,C,D,D,A,C,2,1,3,2,1,4,2,3,3,2,3,3,4,4,4,4,3,2,5,5,1,3,5,4,4,5,4,3,4,1,3,3,NA,NA
SEP_7_0194,454884FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,7,5,100,114,A,C,B,B,D,B,A,A,B,C,D,D,A,D,B,B,5,4,4,5,5,2,3,3,2,3,3,2,4,4,5,5,4,3,3,2,2,4,3,2,2,2,2,2,2,4,2,2,NA,NA
SEP_7_0195,460168FA20,fall-2020,2020-09-05,2020,2020-2021,fall,3,2020-09-02,7,0,3,86,79,D,C,D,D,B,C,D,C,C,D,D,D,D,D,D,D,4,3,3,4,5,2,2,3,3,2,2,2,3,3,3,4,3,4,3,2,3,2,2,1,2,2,2,2,2,4,2,2,NA,NA
SEP_7_0196,461450FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,5,4,95,93,C,B,B,D,D,B,A,D,B,C,A,D,C,C,A,C,3,3,3,3,4,3,2,2,3,3,3,3,4,3,4,4,4,4,3,3,3,2,3,3,3,3,3,2,2,3,2,2,NA,NA
SEP_7_0197,462839FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,6,4,113,92,B,B,B,B,D,B,A,D,D,A,B,D,A,D,C,D,2,2,3,1,1,4,4,3,5,2,4,3,5,5,5,5,5,5,3,5,1,4,5,4,3,4,5,3,5,1,3,3,NA,NA
SEP_7_0198,468470FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,8,6,114,114,A,B,B,B,D,B,A,A,B,A,B,D,A,D,A,D,1,2,2,1,1,5,3,4,4,3,4,3,5,5,3,4,4,5,3,5,1,5,5,4,3,5,5,4,5,1,5,4,NA,NA
SEP_7_0199,469118FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,4,4,90,123,A,C,B,B,D,C,D,D,C,C,C,C,D,A,A,D,1,1,2,1,2,2,4,4,4,1,4,4,5,4,4,4,2,2,4,4,2,4,4,3,1,2,2,4,4,2,2,1,NA,NA
SEP_7_0200,477844FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,7,3,102,98,A,B,B,A,D,B,A,A,D,A,D,D,C,D,A,C,2,2,2,1,2,3,4,4,4,1,4,4,4,4,4,4,3,3,3,4,2,4,3,4,3,4,3,4,4,3,3,3,NA,NA
SEP_7_0201,478238FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,8,6,100,118,A,B,B,B,D,B,A,A,B,C,D,D,A,D,A,C,2,2,2,2,2,3,4,4,3,3,4,4,3,3,3,5,3,5,4,2,3,4,4,3,2,2,4,4,4,3,2,2,NA,NA
SEP_7_0202,481644FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,2,2,118,61,A,C,A,B,A,C,D,C,B,B,C,B,C,B,B,B,3,3,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,5,2,5,5,4,4,4,3,4,4,4,4,2,NA,NA
SEP_7_0203,482332FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,5,5,107,84,D,B,B,C,A,B,A,A,B,A,C,D,D,B,A,D,2,3,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,2,2,2,NA,NA
SEP_7_0204,483631FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,3,4,80,72,A,C,A,C,D,C,C,A,C,C,D,D,A,C,D,D,5,4,4,5,5,2,1,1,3,5,1,1,3,3,4,4,3,2,3,1,4,1,1,1,1,2,1,2,1,4,1,1,NA,NA
SEP_7_0205,486407FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,5,5,99,116,C,A,B,B,D,C,A,A,B,C,C,C,A,D,C,C,2,2,2,2,2,3,4,4,4,2,4,4,4,4,4,3,3,4,4,4,3,4,2,3,2,3,3,4,4,2,2,2,NA,NA
SEP_7_0206,486936FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,6,6,105,100,A,B,C,A,D,B,A,A,B,C,C,D,A,D,D,C,2,3,2,2,2,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,2,3,5,4,3,4,3,4,4,3,2,1,NA,NA
SEP_7_0207,489107FA20,fall-2020,2020-09-06,2020,2020-2021,fall,4,2020-09-02,7,4,2,104,73,A,C,B,C,D,C,A,D,C,C,D,B,C,D,B,A,4,3,4,3,3,2,2,3,2,3,3,2,5,5,4,5,5,5,4,4,2,3,2,3,2,3,3,3,4,3,3,2,NA,NA
SEP_7_0208,492712FA20,fall-2020,2020-09-07,2020,2020-2021,fall,5,2020-09-02,7,8,6,101,116,A,B,B,B,D,B,A,A,C,C,C,D,A,D,B,D,3,1,2,2,4,4,4,5,5,2,5,5,4,3,4,3,4,3,2,1,5,4,2,1,1,1,4,4,4,5,3,1,NA,NA
SEP_7_0209,495832FA20,fall-2020,2020-09-09,2020,2020-2021,fall,7,2020-09-02,7,8,7,109,78,A,B,B,B,D,B,A,A,B,C,D,D,A,D,A,D,2,2,2,2,2,3,4,4,4,2,3,4,4,5,5,4,3,5,4,4,3,4,4,4,2,4,3,4,4,2,4,3,NA,NA
SEP_7_0210,497381FA20,fall-2020,2020-09-10,2020,2020-2021,fall,8,2020-09-02,7,1,2,84,69,C,C,A,A,A,C,A,C,B,C,A,A,B,C,C,C,4,3,4,4,3,1,2,3,3,2,2,3,3,3,2,4,3,3,4,2,5,2,1,2,2,2,2,2,2,3,2,1,NA,NA
SEP_7_0211,500231FA20,fall-2020,2020-09-14,2020,2020-2021,fall,12,2020-09-02,7,1,3,104,50,D,D,A,C,A,B,C,B,D,C,B,A,A,C,B,D,4,5,4,3,3,2,3,2,4,2,1,3,5,4,5,4,5,4,3,4,3,2,2,3,2,3,2,4,3,4,3,3,NA,NA
SEP_7_0212,504971FA20,fall-2020,2020-09-14,2020,2020-2021,fall,12,2020-09-02,7,7,6,101,119,A,B,B,B,D,B,A,D,C,C,C,B,A,D,A,D,2,2,3,3,2,3,3,4,4,2,4,4,4,5,4,4,4,2,2,4,2,3,5,4,3,4,2,2,5,2,2,2,NA,NA
SEP_7_0213,511883FA20,fall-2020,2020-09-16,2020,2020-2021,fall,14,2020-09-02,7,2,3,92,61,B,C,A,B,D,A,D,B,B,C,A,B,B,D,B,A,5,5,5,5,5,1,1,1,1,4,2,2,2,3,3,3,3,3,3,3,4,2,5,2,3,3,2,2,2,3,2,2,NA,NA
SEP_7_0214,512941FA20,fall-2020,2020-09-19,2020,2020-2021,fall,17,2020-09-02,7,2,7,121,83,A,D,A,C,D,C,D,D,B,C,C,D,D,D,A,D,1,1,1,1,1,5,4,3,3,2,4,4,5,5,5,5,5,5,5,5,1,5,5,5,3,5,2,5,5,5,5,5,NA,NA
SEP_7_0215,513570FA20,fall-2020,2020-09-21,2020,2020-2021,fall,19,2020-09-02,7,4,5,95,114,D,B,B,B,B,B,B,D,B,C,C,D,D,D,C,A,4,4,4,4,2,2,3,2,2,3,2,2,4,3,4,4,4,4,4,2,4,2,4,2,2,4,2,2,2,4,2,2,NA,NA
SEP_7_0216,520464FA20,fall-2020,2020-09-21,2020,2020-2021,fall,19,2020-09-02,7,2,6,97,56,D,B,A,C,D,C,D,D,B,C,C,D,A,D,D,B,1,1,1,1,1,4,4,4,4,2,4,4,4,4,4,3,4,4,3,4,2,2,5,4,3,3,3,4,3,1,3,3,NA,NA
SEP_7_0217,520936FA20,fall-2020,2020-09-21,2020,2020-2021,fall,19,2020-09-02,7,4,0,95,92,D,C,A,C,D,B,A,A,D,D,A,B,C,B,D,C,3,2,2,2,2,3,2,3,2,3,3,3,3,4,3,3,4,3,3,3,2,3,4,4,3,3,3,4,4,3,3,3,NA,NA
SEP_7_0218,524172FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,2,5,110,84,B,D,B,C,D,C,D,B,C,C,C,D,D,D,C,D,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,NA,NA
SEP_7_0219,525902FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,7,4,103,101,A,B,B,B,D,D,A,A,D,C,C,D,A,C,D,B,2,2,2,2,2,2,4,4,5,2,4,4,3,5,4,3,3,2,5,3,2,3,5,4,3,3,4,4,4,2,4,2,NA,NA
SEP_7_0220,548219FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,4,4,97,118,D,B,A,C,D,B,A,B,D,A,C,D,A,D,D,B,2,1,2,2,2,4,4,4,4,2,4,5,3,3,4,4,3,2,2,3,3,3,5,3,4,3,4,4,3,3,1,1,NA,NA
SEP_7_0221,553773FA20,fall-2020,2020-09-22,2020,2020-2021,fall,20,2020-09-02,7,0,3,110,72,D,D,A,C,B,D,C,C,B,A,C,B,B,C,A,C,3,2,2,2,4,3,2,2,4,4,2,4,5,4,4,5,5,5,5,4,2,2,4,2,4,4,5,4,4,4,2,2,NA,NA
SEP_7_0222,554347FA20,fall-2020,2020-09-26,2020,2020-2021,fall,24,2020-09-02,7,5,2,107,100,A,C,A,B,D,B,A,D,A,C,B,B,C,C,A,A,2,1,3,3,1,3,4,4,4,3,3,5,4,3,4,3,2,4,3,4,2,5,5,4,3,4,3,4,5,2,4,3,NA,NA
SEP_7_0223,560101FA20,fall-2020,2020-10-09,2020,2020-2021,fall,37,2020-09-02,7,4,6,67,52,C,B,B,C,D,C,A,D,A,C,C,D,A,D,A,B,5,5,5,5,5,1,1,1,1,5,1,1,1,1,2,1,2,1,2,1,5,1,1,1,1,1,1,1,1,5,1,1,NA,NA
SEP_7_0224,560150FA20,fall-2020,2020-10-24,2020,2020-2021,fall,52,2020-09-02,7,3,3,86,115,C,C,A,D,D,B,A,B,B,B,C,C,A,A,B,C,4,2,4,4,4,2,3,3,2,3,3,3,3,3,2,2,1,4,2,2,4,2,1,2,2,2,3,3,3,3,3,2,NA,NA
SEP_7_0225,103311SM20,summer-8_2020,2020-06-24,2020,2019-2020,summer-8,4,2020-06-20,7,8,6,105,141,A,B,B,B,D,B,A,A,C,C,C,D,D,D,A,D,4,1,2,1,1,5,5,5,5,1,5,5,5,2,2,2,3,5,2,3,4,3,4,3,2,2,5,5,5,2,4,2,NA,NA
SEP_7_0226,118381SM20,summer-8_2020,2020-06-25,2020,2019-2020,summer-8,5,2020-06-20,7,0,6,96,72,D,C,A,C,B,D,B,C,D,C,C,D,A,C,A,D,3,4,3,4,3,2,2,2,3,3,3,3,4,5,4,3,4,4,4,4,2,3,3,3,2,3,2,2,2,2,2,3,NA,NA
SEP_7_0227,122759SM20,summer-8_2020,2020-06-25,2020,2019-2020,summer-8,5,2020-06-20,7,7,7,100,113,A,B,B,B,D,B,A,D,B,A,C,D,A,D,A,D,1,1,1,1,1,1,1,4,5,1,4,4,5,5,5,2,4,4,2,5,1,5,5,4,2,4,5,5,4,2,4,2,NA,NA
SEP_7_0228,127353SM20,summer-8_2020,2020-06-25,2020,2019-2020,summer-8,5,2020-06-20,7,6,5,104,96,A,C,B,B,D,B,A,D,B,A,C,D,D,D,A,C,1,2,1,1,1,5,4,4,4,1,4,4,4,4,5,4,4,5,2,5,1,4,5,5,4,5,2,2,4,1,4,2,NA,NA
SEP_7_0229,133380SM20,summer-8_2020,2020-06-26,2020,2019-2020,summer-8,6,2020-06-20,7,6,6,103,124,A,D,B,C,D,B,A,A,B,C,B,D,D,D,A,D,1,1,1,1,1,5,4,4,4,1,4,4,5,5,4,4,3,3,2,4,2,4,4,4,3,4,4,2,5,1,5,4,NA,NA
SEP_7_0230,136011SM20,summer-8_2020,2020-06-27,2020,2019-2020,summer-8,7,2020-06-20,7,4,6,123,71,D,B,B,C,D,C,A,B,B,C,A,D,B,D,A,D,2,1,1,1,1,5,5,5,5,1,5,5,5,4,4,4,5,5,5,5,1,4,5,5,5,5,5,5,5,1,4,4,NA,NA
SEP_7_0231,139512SM20,summer-8_2020,2020-06-27,2020,2019-2020,summer-8,7,2020-06-20,7,6,2,107,85,A,B,B,C,D,B,A,D,B,A,C,B,C,C,C,A,4,4,2,2,4,2,2,2,4,4,2,2,5,4,5,5,5,5,5,4,3,3,4,3,1,3,1,2,4,5,4,2,NA,NA
SEP_7_0232,144222SM20,summer-8_2020,2020-07-02,2020,2019-2020,summer-8,12,2020-06-20,7,5,6,114,103,A,C,B,B,D,C,A,D,B,C,C,C,A,D,A,A,2,2,2,2,1,5,5,5,5,2,4,4,4,4,4,3,4,4,4,4,2,4,5,4,4,4,4,4,4,2,4,3,NA,NA
SEP_7_0233,147859SM20,summer-8_2020,2020-07-04,2020,2019-2020,summer-8,14,2020-06-20,7,6,2,84,88,A,A,B,A,D,B,A,A,C,B,B,D,C,D,C,B,2,2,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,3,2,2,3,2,2,3,4,3,3,NA,NA
SEP_7_0234,153974SM20,summer-8_2020,2020-07-16,2020,2019-2020,summer-8,26,2020-06-20,7,8,7,102,100,A,B,B,B,D,B,A,A,B,C,C,D,A,D,C,D,2,1,2,1,1,4,5,4,5,1,4,4,4,4,4,4,3,4,3,4,2,4,3,4,2,3,4,4,4,3,2,3,NA,NA
SEP_7_0235,157710SM20,summer-8_2020,2020-07-19,2020,2019-2020,summer-8,29,2020-06-20,7,1,2,82,106,D,B,A,C,A,C,B,D,C,A,D,C,A,C,B,D,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,5,4,4,2,1,5,1,1,1,1,3,1,1,1,5,1,1,NA,NA
SEP_7_0236,158037SM20,summer-8_2020,2020-07-24,2020,2019-2020,summer-8,34,2020-06-20,7,6,8,95,145,D,B,A,B,D,B,A,A,B,C,C,D,A,D,A,D,5,1,5,5,5,5,1,5,3,1,5,3,2,4,3,3,4,2,4,1,1,3,1,1,1,5,5,5,2,2,1,1,NA,NA
SEP_7_0237,158218SM20,summer-8_2020,2020-07-29,2020,2019-2020,summer-8,39,2020-06-20,7,5,3,95,98,A,B,A,C,D,B,A,C,A,B,C,D,A,C,D,B,3,3,2,2,3,3,3,4,5,2,4,3,3,3,3,4,2,2,2,3,3,3,4,3,3,2,3,2,3,4,3,3,NA,NA
SEP_7_0238,162340SM20,summer-8_2020,2020-08-03,2020,2019-2020,summer-8,44,2020-06-20,7,4,6,104,97,A,B,C,C,D,C,A,D,B,C,D,D,A,D,A,C,2,1,2,2,2,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,2,4,5,4,3,3,4,4,3,3,2,2,NA,NA
SEP_7_0239,163788SM20,summer-8_2020,2020-08-03,2020,2019-2020,summer-8,44,2020-06-20,7,6,5,95,62,D,B,B,B,D,B,A,B,B,A,B,D,A,D,A,B,2,4,2,4,3,3,2,1,2,4,2,3,4,4,5,4,4,4,4,2,3,2,5,3,2,4,1,1,4,2,2,3,NA,NA
SEP_7_0240,167100SM20,summer-8_2020,2020-08-04,2020,2019-2020,summer-8,45,2020-06-20,7,8,7,99,73,A,B,B,B,D,B,A,A,B,C,C,D,D,D,A,D,4,2,2,4,3,2,3,3,4,2,2,4,4,4,4,3,3,3,2,2,4,4,4,3,2,3,4,3,4,3,2,3,NA,NA
